country_id,league_id,season,stage,date,match_id,home_team_id,away_team_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA,result
1729,1729,2012/2013,1,8/19/12 0:00,1228232,8456,8466,3,2,31432.0,30509.0,39027.0,33086.0,31291.0,26181.0,109058.0,36615.0,37459.0,38817.0,37412.0,35496.0,157838.0,26552.0,45418.0,23823.0,279490.0,46893.0,37234.0,24501.0,109491.0,35345.0,1.17,7.0,17.0,1.18,6.25,16.0,1.17,5.8,13.0,1.17,7.0,15.0,1.2,7.5,19.75,1.2,6.0,15.0,1.17,7.0,19.0,1.2,7.0,19.0,1.18,6.25,16.0,1.17,6.5,17.0,H
1729,1729,2012/2013,11,11/10/12 0:00,1229211,8668,8472,2,1,31465.0,77690.0,30839.0,23268.0,24846.0,26151.0,24006.0,30371.0,36012.0,39618.0,8922.0,37868.0,25075.0,24150.0,33863.0,46353.0,24159.0,35443.0,160243.0,175947.0,33468.0,32627.0,1.44,4.2,8.0,1.48,3.9,7.25,1.55,3.9,5.6,1.5,4.0,7.0,1.48,4.46,8.21,1.5,3.75,7.5,1.44,4.0,8.0,1.45,4.4,7.5,1.48,3.9,7.25,1.44,4.0,8.0,H
1729,1729,2012/2013,12,11/17/12 0:00,1229220,8650,8528,3,0,30660.0,265918.0,22764.0,25984.0,34036.0,30618.0,47558.0,37475.0,246575.0,40636.0,280276.0,25156.0,33856.0,41071.0,111865.0,35472.0,101192.0,22991.0,38254.0,30922.0,49825.0,41061.0,1.44,4.33,7.5,1.44,4.33,7.0,1.45,4.0,7.0,1.44,4.33,7.0,1.49,4.7,7.49,1.44,4.33,7.5,1.44,4.5,7.0,1.45,4.6,7.5,1.44,4.33,7.0,1.4,4.5,7.5,H
1729,1729,2012/2013,12,11/17/12 0:00,1229221,8456,10252,5,0,31432.0,34305.0,39027.0,213485.0,31291.0,36615.0,23782.0,26181.0,38817.0,37459.0,37412.0,69650.0,183715.0,30602.0,161414.0,141576.0,161415.0,182223.0,23264.0,24213.0,184360.0,148315.0,1.2,6.5,15.0,1.22,6.5,10.5,1.2,5.8,13.0,1.22,6.0,12.0,1.22,7.49,15.51,1.22,6.0,13.0,1.2,6.5,15.0,1.2,7.5,15.0,1.22,6.5,10.5,1.22,6.0,12.0,H
1729,1729,2012/2013,13,11/24/12 0:00,1229232,10260,10172,3,1,26818.0,38994.0,30620.0,43248.0,32569.0,30373.0,24148.0,23354.0,30829.0,113836.0,30843.0,30989.0,26336.0,23921.0,23311.0,63520.0,23070.0,97657.0,30353.0,32084.0,47394.0,33418.0,1.17,7.5,15.0,1.18,6.25,16.0,1.15,7.0,15.0,1.2,6.5,13.0,1.18,8.2,19.05,1.2,6.0,17.0,1.17,7.0,17.0,1.18,8.0,19.0,1.18,6.25,16.0,1.14,7.5,17.0,H
1729,1729,2012/2013,14,11/28/12 0:00,1229240,10260,8654,1,0,26818.0,38994.0,165823.0,43248.0,32569.0,34944.0,40961.0,160713.0,30829.0,70409.0,30843.0,23932.0,30668.0,35110.0,24751.0,23931.0,24372.0,40015.0,109897.0,23538.0,23933.0,47382.0,1.22,6.5,12.0,1.22,6.0,12.0,1.25,5.5,10.3,1.25,5.5,12.0,1.26,6.68,13.36,1.25,5.5,12.0,1.25,6.0,11.0,1.25,6.5,13.0,1.22,6.0,12.0,1.22,6.0,13.0,H
1729,1729,2012/2013,15,12/1/12 0:00,1229253,8650,8466,1,0,30660.0,34036.0,22764.0,25984.0,37475.0,30618.0,95327.0,47558.0,246575.0,40636.0,127130.0,278285.0,157838.0,26552.0,72665.0,362694.0,35345.0,46893.0,46008.0,37234.0,190872.0,39225.0,1.4,4.5,8.5,1.4,4.5,7.5,1.4,4.4,7.3,1.44,4.33,7.0,1.43,4.99,8.48,1.44,4.0,8.0,1.4,4.8,7.5,1.44,4.75,8.5,1.4,4.5,7.5,1.4,4.5,7.5,H
1729,1729,2012/2013,17,12/15/12 0:00,1229275,10260,8472,3,1,182917.0,186137.0,30620.0,165823.0,32569.0,35327.0,160713.0,34944.0,23354.0,30829.0,30843.0,37868.0,33863.0,24230.0,24150.0,160243.0,24159.0,35443.0,25075.0,175947.0,33468.0,32627.0,1.2,6.5,15.0,1.18,6.75,13.5,1.18,6.5,14.0,1.2,6.5,13.0,1.22,7.5,15.3,1.2,6.0,12.0,1.2,6.5,15.0,1.22,6.5,17.0,1.18,6.75,13.5,1.2,6.5,11.0,H
1729,1729,2012/2013,18,12/23/12 0:00,1229284,8455,10252,8,0,30859.0,72541.0,31306.0,23783.0,38834.0,52133.0,30631.0,106228.0,41468.0,107417.0,30853.0,69650.0,110947.0,161414.0,139673.0,183715.0,161415.0,182223.0,94812.0,184360.0,30503.0,148315.0,1.33,5.5,8.5,1.34,5.0,8.25,1.33,4.8,8.3,1.36,4.5,9.0,1.35,5.52,10.36,1.36,4.5,9.0,1.36,5.0,8.5,1.36,5.25,10.0,1.34,5.0,8.25,1.33,5.0,9.0,H
1729,1729,2012/2013,18,12/22/12 0:00,1229286,8456,9798,1,0,31432.0,30509.0,30831.0,213485.0,282286.0,41467.0,23782.0,37459.0,36615.0,37412.0,38817.0,38617.0,38067.0,23358.0,49709.0,33615.0,24754.0,34194.0,35556.0,104911.0,33421.0,41244.0,1.14,8.0,19.0,1.15,8.0,14.0,1.12,8.0,16.0,1.14,7.5,17.0,1.15,9.64,20.56,1.17,6.5,21.0,1.17,7.0,17.0,1.17,8.5,20.0,1.15,8.0,14.0,1.12,8.5,17.0,H
1729,1729,2012/2013,19,1/23/13 0:00,1229295,9825,8654,5,1,169718.0,26111.0,35606.0,26005.0,78513.0,75489.0,143793.0,31013.0,37436.0,32118.0,46469.0,23932.0,30668.0,109897.0,35110.0,23931.0,109898.0,23933.0,37169.0,24372.0,23936.0,34543.0,1.44,4.75,8.0,1.44,4.1,7.75,1.4,4.4,7.3,1.44,4.5,7.0,1.48,4.63,7.81,1.44,4.2,7.5,1.4,4.8,8.0,1.45,4.75,7.0,1.44,4.1,7.75,1.44,4.33,7.5,H
1729,1729,2012/2013,19,12/26/12 0:00,1229300,10260,10261,4,3,182917.0,165823.0,43248.0,30620.0,32569.0,35327.0,30373.0,34944.0,24154.0,70409.0,30843.0,24229.0,49571.0,30929.0,24899.0,150466.0,109652.0,23579.0,212416.0,46700.0,35411.0,41191.0,1.22,6.5,13.0,1.22,6.5,11.0,1.25,5.6,10.0,1.25,6.0,11.0,1.26,6.8,13.15,1.25,5.5,13.0,1.25,6.25,13.0,1.25,6.5,13.0,1.22,6.5,11.0,1.25,6.0,10.0,H
1729,1729,2012/2013,20,12/29/12 0:00,1229310,10260,8659,2,0,182917.0,165823.0,30865.0,43248.0,32569.0,34944.0,160713.0,35327.0,144993.0,23354.0,113836.0,24147.0,22964.0,32441.0,37428.0,23787.0,32734.0,189910.0,30827.0,23257.0,25550.0,23293.0,1.3,5.5,10.0,1.3,5.25,9.25,1.27,5.2,10.0,1.29,5.5,9.5,1.32,5.83,10.97,1.33,4.8,10.0,1.33,4.8,10.0,1.33,5.5,11.0,1.3,5.25,9.25,1.25,5.5,11.0,H
1729,1729,2012/2013,21,1/2/13 0:00,1229318,8650,8472,3,0,30660.0,265918.0,22764.0,25984.0,34036.0,30618.0,95327.0,30892.0,156008.0,246575.0,40636.0,37868.0,25075.0,33863.0,23073.0,46353.0,24159.0,35443.0,160243.0,175947.0,33468.0,32627.0,1.4,4.5,8.5,1.4,4.33,8.25,1.45,4.0,7.0,1.4,4.5,8.0,1.38,5.05,10.25,1.4,4.0,9.5,1.4,4.5,8.0,1.4,5.0,9.0,1.4,4.33,8.25,1.4,4.5,8.0,H
1729,1729,2012/2013,21,1/1/13 0:00,1229319,8456,10194,3,0,31432.0,30509.0,39027.0,33086.0,31291.0,23782.0,36615.0,38807.0,37412.0,37459.0,15403.0,46518.0,119541.0,40695.0,38899.0,23369.0,33881.0,39109.0,109621.0,23253.0,31953.0,30988.0,1.29,5.5,11.0,1.28,5.0,12.0,1.27,5.2,10.0,1.3,5.0,10.0,1.31,5.77,12.1,1.33,4.33,12.0,1.29,5.5,11.0,1.33,5.75,12.0,1.28,5.0,12.0,1.3,5.0,11.0,H
1729,1729,2012/2013,21,1/1/13 0:00,1229325,8586,9798,3,1,26295.0,159833.0,24531.0,37762.0,111800.0,30895.0,156727.0,41008.0,157729.0,30960.0,30348.0,38617.0,38067.0,49709.0,23358.0,33615.0,33421.0,104911.0,34194.0,40565.0,24754.0,41244.0,1.33,5.0,10.0,1.34,4.75,9.25,1.35,4.8,7.6,1.3,5.0,10.0,1.35,5.4,10.87,1.36,4.33,10.0,1.36,5.0,8.5,1.36,5.25,9.5,1.34,4.75,9.25,1.33,5.0,9.0,H
1729,1729,2012/2013,23,1/19/13 0:00,1229341,8650,9850,5,0,35442.0,265918.0,30617.0,25984.0,34036.0,30618.0,95327.0,156008.0,30892.0,51553.0,40636.0,24579.0,24903.0,72417.0,34275.0,33963.0,96456.0,24583.0,46354.0,32728.0,40100.0,24698.0,1.33,5.5,10.5,1.3,5.25,9.75,1.33,4.8,8.3,1.33,5.0,8.5,1.33,5.75,10.52,1.36,4.5,9.0,1.33,5.0,9.5,1.33,5.75,10.0,1.3,5.25,9.75,1.33,5.0,9.0,H
1729,1729,2012/2013,23,1/19/13 0:00,1229342,8456,9879,2,0,31432.0,30509.0,39027.0,213485.0,31291.0,23782.0,41467.0,38807.0,38817.0,37459.0,15403.0,30633.0,31290.0,23780.0,26777.0,30352.0,34574.0,25997.0,23283.0,27339.0,38229.0,27430.0,1.25,6.5,14.0,1.23,6.0,11.5,1.22,5.5,12.0,1.25,6.0,10.0,1.25,6.66,13.84,1.29,5.0,11.0,1.22,6.25,13.0,1.25,6.5,13.0,1.23,6.0,11.5,1.22,6.0,13.0,H
1729,1729,2012/2013,24,1/30/13 0:00,1229352,10260,8466,2,1,182917.0,186137.0,165823.0,30865.0,32569.0,40961.0,34944.0,113836.0,30829.0,144993.0,30843.0,30974.0,157838.0,45418.0,72665.0,23823.0,46893.0,46008.0,35345.0,190872.0,109491.0,39225.0,1.25,6.5,14.0,1.2,7.0,11.5,1.15,7.0,15.0,1.2,6.5,12.0,1.25,7.02,13.41,1.25,6.0,11.0,1.2,7.0,15.0,1.22,7.0,13.0,1.2,7.0,11.5,1.22,6.5,11.0,H
1729,1729,2012/2013,25,2/2/13 0:00,1229361,9825,10194,1,0,169718.0,26111.0,35606.0,46539.0,38521.0,27277.0,24011.0,31013.0,143793.0,196386.0,46469.0,46518.0,106910.0,40695.0,38899.0,23369.0,33881.0,23253.0,109621.0,119541.0,24773.0,30830.0,1.44,4.5,9.0,1.42,4.2,8.25,1.45,4.0,7.0,1.4,4.33,8.0,1.43,4.68,9.15,1.44,3.8,9.0,1.44,4.5,7.5,1.45,4.6,8.0,1.42,4.2,8.25,1.44,4.0,8.0,H
1729,1729,2012/2013,26,2/9/13 0:00,1229374,8455,8528,4,1,30859.0,72541.0,31306.0,23783.0,38834.0,52133.0,79574.0,128864.0,30631.0,107417.0,30853.0,25156.0,41071.0,25005.0,111865.0,26631.0,101192.0,28901.0,38254.0,71844.0,41061.0,49825.0,1.36,5.5,9.5,1.34,5.0,8.5,1.3,5.0,9.0,1.28,5.5,9.0,1.36,5.47,9.9,1.36,4.5,9.0,1.33,5.25,10.0,1.36,5.5,9.0,1.34,5.0,8.5,1.33,5.0,8.5,H
1729,1729,2012/2013,27,2/23/13 0:00,1229385,9825,10252,2,1,169718.0,214685.0,35606.0,26005.0,38521.0,27277.0,24011.0,31013.0,37436.0,143793.0,46469.0,69650.0,183715.0,139673.0,161414.0,156007.0,78324.0,182223.0,29581.0,184360.0,23264.0,148315.0,1.33,5.5,11.0,1.3,5.25,9.25,1.35,4.8,7.6,1.33,5.0,9.0,1.31,5.73,11.84,1.33,4.5,11.0,1.36,5.0,9.5,1.33,5.5,10.5,1.3,5.25,9.25,1.33,5.0,9.0,H
1729,1729,2012/2013,28,3/2/13 0:00,1229396,8455,8659,1,0,30859.0,72541.0,31306.0,52133.0,38834.0,79574.0,30631.0,41468.0,128864.0,107417.0,35411.0,24147.0,23922.0,32441.0,26527.0,23787.0,71502.0,113968.0,24171.0,26494.0,32734.0,23293.0,1.4,5.0,9.0,1.4,4.33,8.25,1.37,4.6,7.5,1.4,4.5,8.0,1.43,4.95,8.58,1.44,4.0,8.0,1.4,4.8,8.0,1.44,5.0,7.5,1.4,4.33,8.25,1.4,4.5,8.0,H
1729,1729,2012/2013,28,3/2/13 0:00,1229398,8668,9798,3,1,24341.0,77690.0,23268.0,24216.0,24846.0,26151.0,24156.0,24006.0,36012.0,39618.0,8922.0,23793.0,33045.0,23358.0,49709.0,33615.0,33421.0,34194.0,185974.0,24754.0,24952.0,33692.0,1.38,5.0,10.0,1.36,5.0,7.75,1.42,4.4,7.2,1.4,4.5,8.0,1.39,5.16,9.48,1.4,4.5,8.0,1.4,4.8,8.5,1.4,5.0,8.5,1.36,5.0,7.75,1.4,4.5,8.0,H
1729,1729,2012/2013,28,3/2/13 0:00,1229400,10260,9850,4,0,182917.0,165823.0,30865.0,43248.0,32569.0,40961.0,34944.0,35327.0,30829.0,144993.0,30843.0,24579.0,24903.0,26209.0,34275.0,33963.0,32728.0,46354.0,24583.0,35493.0,47194.0,24698.0,1.33,5.5,11.0,1.3,5.25,9.25,1.3,5.0,9.0,1.3,5.5,9.0,1.38,5.25,9.44,1.36,4.33,10.0,1.29,5.5,12.0,1.36,5.5,8.0,1.3,5.25,9.25,1.29,5.5,10.0,H
1729,1729,2012/2013,29,4/17/13 0:00,1229410,8456,8528,1,0,31432.0,24208.0,33086.0,39027.0,16351.0,23782.0,41467.0,26181.0,36615.0,37412.0,38817.0,186054.0,25005.0,11736.0,111865.0,35472.0,101192.0,118929.0,38254.0,30922.0,41061.0,49825.0,1.25,6.5,14.0,1.23,6.0,11.5,1.27,5.5,9.0,1.25,6.0,12.0,1.28,6.07,13.44,1.22,6.0,12.0,1.22,6.25,15.0,1.36,4.75,9.0,1.23,6.0,11.5,1.22,6.0,12.0,H
1729,1729,2012/2013,3,8/22/12 0:00,1228301,8455,9798,4,2,30859.0,31306.0,23783.0,30627.0,38834.0,32345.0,30631.0,79574.0,41468.0,107417.0,30853.0,38617.0,38067.0,49709.0,28308.0,33615.0,104911.0,115980.0,34194.0,40565.0,24754.0,41244.0,1.25,5.5,13.0,1.25,5.25,12.5,1.25,5.0,10.0,1.25,6.0,11.0,1.27,6.15,13.8,1.29,5.5,10.0,1.27,5.5,12.0,1.25,6.0,13.0,1.25,5.25,12.5,1.25,5.5,13.0,H
1729,1729,2012/2013,30,3/17/13 0:00,1229419,8455,8654,2,0,30859.0,72541.0,23783.0,52133.0,38834.0,30631.0,79574.0,106228.0,41468.0,107417.0,35411.0,23932.0,23931.0,35110.0,24751.0,30668.0,109898.0,24393.0,40015.0,23936.0,47382.0,23538.0,1.4,5.0,9.0,1.34,5.0,8.25,1.35,4.8,7.6,1.4,4.5,8.0,1.4,5.15,8.8,1.4,4.0,10.0,1.36,5.0,9.0,1.4,4.8,10.0,1.34,5.0,8.25,1.36,4.5,9.0,H
1729,1729,2012/2013,30,3/16/13 0:00,1229421,10260,9798,1,0,182917.0,165823.0,30620.0,30865.0,118434.0,113836.0,24154.0,40961.0,23354.0,30829.0,30843.0,23793.0,33045.0,49709.0,23358.0,23282.0,104911.0,34194.0,24754.0,113005.0,115980.0,33692.0,1.17,9.0,19.0,1.15,8.0,14.0,1.15,7.0,15.0,1.16,7.5,15.0,1.16,9.07,19.51,1.18,7.5,12.0,1.17,8.0,17.0,1.18,7.5,21.0,1.15,8.0,14.0,1.14,7.5,19.0,H
1729,1729,2012/2013,31,3/30/13 0:00,1229430,9825,9798,4,1,30973.0,26111.0,35606.0,46539.0,38521.0,75489.0,24011.0,37950.0,31435.0,37436.0,46469.0,23793.0,33045.0,49709.0,23358.0,23282.0,104911.0,34194.0,113005.0,40565.0,24754.0,41244.0,1.25,6.5,15.0,1.22,6.5,11.0,1.25,5.5,10.3,1.25,6.0,10.0,1.25,6.55,14.7,1.25,5.5,12.0,1.25,6.0,12.0,1.25,6.5,15.0,1.22,6.5,11.0,1.25,6.0,10.0,H
1729,1729,2012/2013,31,3/30/13 0:00,1229434,8456,10261,4,0,31432.0,30509.0,33086.0,39027.0,31291.0,36615.0,23782.0,26181.0,38817.0,37459.0,15403.0,23979.0,49571.0,24228.0,93985.0,33852.0,109652.0,26160.0,39968.0,94550.0,31292.0,46700.0,1.33,5.5,11.0,1.26,5.5,11.0,1.3,5.0,9.0,1.28,5.5,10.0,1.31,5.65,12.35,1.33,4.8,10.0,1.3,5.5,11.0,1.33,5.2,12.0,1.26,5.5,11.0,1.3,5.0,10.0,H
1729,1729,2012/2013,32,4/7/13 0:00,1229440,8455,8472,2,1,30859.0,72541.0,31306.0,52133.0,46010.0,79574.0,32345.0,128864.0,41468.0,107417.0,35411.0,37868.0,36786.0,24150.0,23073.0,46353.0,35443.0,25075.0,111801.0,24159.0,33468.0,169721.0,1.36,5.0,11.0,1.3,5.0,10.5,1.33,4.8,8.3,1.33,5.0,9.0,1.34,5.42,11.3,1.33,4.5,11.0,1.33,5.0,10.0,1.36,5.2,10.0,1.3,5.0,10.5,1.33,5.0,9.0,H
